id,key,value,type
35835807,exit_to,姚家园路;长虹桥;朝阳公园,regular
35835807,highway,motorway_junction,regular
35857542,exit_to,垡头路;小武基路,regular
35857542,highway,motorway_junction,regular
35869360,ref,36,regular
35869360,exit_to,航天桥;阜成门桥;定慧桥,regular
35869360,highway,motorway_junction,regular
36551783,highway,traffic_signals,regular
36704894,highway,traffic_signals,regular
72855736,ref,7,regular
72855736,highway,motorway_junction,regular
77734114,highway,traffic_signals,regular
123566435,created_by,JOSM,regular
124171932,highway,traffic_signals,regular
124184908,converted_by,Track2osm,regular
124185147,converted_by,Track2osm,regular
124185266,converted_by,Track2osm,regular
124185834,converted_by,Track2osm,regular
124185994,converted_by,Track2osm,regular
124186061,converted_by,Track2osm,regular
124186124,converted_by,Track2osm,regular
124186486,converted_by,Track2osm,regular
165738263,highway,traffic_signals,regular
237270566,highway,traffic_signals,regular
239433342,created_by,JOSM,regular
244078689,name,丰台区,regular
244078689,place,suburb,regular
244078689,DSG,ADM3,gns
244078689,UFI,-1905451,gns
244078689,UNI,9336371,gns
244078689,vi,Phong Đài,name
244078689,zh,丰台区,name
244078689,ADM1,22,gns
244078689,created_by,dkt_GNS-import-1,regular
244078689,zh_pinyin,Fengtai Qu,name
244081876,name,石景山区,regular
244081876,place,suburb,regular
244081876,DSG,ADM3,gns
244081876,UFI,-1925624,gns
244081876,UNI,9336383,gns
244081876,ru,Шицзиншань,name
244081876,vi,Thạch Cảnh Sơn,name
244081876,zh,石景山区,name
244081876,ADM1,22,gns
244081876,zh_pinyin,Shijingshan Qu,name
244252374,name,新街口豁口,regular
244252374,highway,bus_stop,regular
244252374,public_transport,stop_position,regular
244886274,highway,traffic_signals,regular
245109119,name,大郊亭桥,regular
245109119,highway,traffic_signals,regular
245129779,highway,traffic_signals,regular
245130191,highway,traffic_signals,regular
245135157,highway,traffic_signals,regular
245135373,highway,traffic_signals,regular
245135657,highway,traffic_signals,regular
245142335,highway,traffic_signals,regular
245143068,name,柳芳,regular
245143068,subway,yes,regular
245143068,en,LIUFANG,name
245143068,zh,柳芳,name
245143068,railway,station,regular
245143068,public_transport,stop_position,regular
245149082,highway,traffic_signals,regular
245154295,highway,traffic_signals,regular
249560753,created_by,JOSM,regular
252852793,highway,traffic_signals,regular
252853519,highway,traffic_signals,regular
260726400,highway,traffic_signals,regular
262259870,highway,traffic_signals,regular
264825574,highway,traffic_signals,regular
268388848,highway,traffic_signals,regular
269423678,highway,traffic_signals,regular
269427397,ref,12A,regular
269427397,exit_to,黄土店路,regular
269427397,highway,motorway_junction,regular
269429636,name,八达岭长城,regular
269429636,barrier,toll_booth,regular
269429665,access,yes,regular
269429665,barrier,entrance,regular
269634317,railway,level_crossing,regular
269693162,amenity,parking,regular
269693162,created_by,Potlatch 0.9c,regular
270034420,name,八达岭,regular
270034420,en,Badaling,name
270034420,zh,八达岭,name
270034420,railway,station,regular
271855327,highway,traffic_signals,regular
273089459,ref,14,regular
273089459,exit_to,光明桥;窑洼湖桥,regular
273089459,highway,motorway_junction,regular
273368427,highway,traffic_signals,regular
274702786,name,北苑,regular
274702786,subway,yes,regular
274702786,en,Beiyuan,name
274702786,zh,北苑,name
274702786,railway,station,regular
274702786,public_transport,stop_position,regular
274845713,name,外馆斜街,regular
274845713,highway,bus_stop,regular
274845713,public_transport,stop_position,regular
274942312,highway,traffic_signals,regular
276320141,shop,convenience,regular
276320141,en,7-Eleven,name
276581657,amenity,toilets,regular
277138976,barrier,gate,regular
277139464,name,佟家坟,regular
277139464,place,village,regular
277139464,en,Tong Jia Fen,name
277313499,highway,traffic_signals,regular
277678154,name,FlexPower Beijing,regular
277678154,landuse,industrial,regular
277678154,created_by,Potlatch 0.9c,regular
279724852,barrier,gate,regular
281141967,name,香山公园,regular
281141967,leisure,park,regular
281141967,en,Xiang Shan Park,name
281924161,barrier,gate,regular
282238578,barrier,stile,regular
283336453,name,白塔山,regular
283336453,en,White Tower Hill,name
283336453,natural,peak,regular
285042998,amenity,toilets,regular
286240907,name,四棵树瞭望台,regular
286240907,tourism,viewpoint,regular
286243121,name,竹园,regular
286243121,tourism,viewpoint,regular
286251830,name,北纬40度,regular
286251830,en,N40,name
286251830,tourism,viewpoint,regular
286277480,highway,traffic_signals,regular
286279284,highway,traffic_signals,regular
287967428,name,菜户营桥东,regular
287967428,highway,bus_stop,regular
287967428,public_transport,stop_position,regular
288644606,barrier,gate,regular
289273754,highway,traffic_signals,regular
289276161,highway,traffic_signals,regular
289276182,highway,traffic_signals,regular
289551679,created_by,Merkaartor 0.11,regular
290598242,amenity,parking,regular
290598560,name,IBM中国软件开发中心(得实大厦),regular
290598560,en,IBM China Software Development Lab (Dascom Building),name
290598560,building,yes,regular
290600874,name,迷你站奶茶专门店,regular
290600874,amenity,cafe,regular
290600874,en,Mini Station Milktea,name
290952840,name,爱易购超市,regular
290952840,shop,convenience,regular
290952840,en,Aiyigou Convenient Store,name
291156247,created_by,Merkaartor 0.11,regular
291156257,created_by,Merkaartor 0.11,regular
291156524,created_by,Merkaartor 0.11,regular
291156534,created_by,Merkaartor 0.11,regular
291156572,created_by,Merkaartor 0.11,regular
291156634,created_by,Merkaartor 0.11,regular
291156967,created_by,Merkaartor 0.11,regular
291156977,created_by,Merkaartor 0.11,regular
291156987,created_by,Merkaartor 0.11,regular
291156997,created_by,Merkaartor 0.11,regular
291157684,created_by,Merkaartor 0.11,regular
291157694,created_by,Merkaartor 0.11,regular
291157705,created_by,Merkaartor 0.11,regular
291157715,created_by,Merkaartor 0.11,regular
291157726,created_by,Merkaartor 0.11,regular
291157736,created_by,Merkaartor 0.11,regular
291158217,created_by,Merkaartor 0.11,regular
291158227,created_by,Merkaartor 0.11,regular
291158237,created_by,Merkaartor 0.11,regular
291158252,created_by,Merkaartor 0.11,regular
291158262,created_by,Merkaartor 0.11,regular
291158272,created_by,Merkaartor 0.11,regular
291158282,created_by,Merkaartor 0.11,regular
291158293,created_by,Merkaartor 0.11,regular
291159292,created_by,Merkaartor 0.11,regular
291159326,created_by,Merkaartor 0.11,regular
291159339,created_by,Merkaartor 0.11,regular
291159350,created_by,Merkaartor 0.11,regular
291159362,created_by,Merkaartor 0.11,regular
291159373,created_by,Merkaartor 0.11,regular
291159384,created_by,Merkaartor 0.11,regular
291159396,created_by,Merkaartor 0.11,regular
291159408,created_by,Merkaartor 0.11,regular
291159718,created_by,Merkaartor 0.11,regular
291159728,created_by,Merkaartor 0.11,regular
291159738,created_by,Merkaartor 0.11,regular
291159748,created_by,Merkaartor 0.11,regular
291159905,created_by,Merkaartor 0.11,regular
294117347,highway,traffic_signals,regular
294122243,barrier,gate,regular
296298340,barrier,gate,regular
296346509,name,威严门,regular
296346509,tourism,viewpoint,regular
296346932,name,兴隆寺卢沟桥第一小学校,regular
296346932,amenity,school,regular
296346932,en,"Xinglong Temple, Marco Polo Bridge 1st School",name
296816595,ref,3A,regular
296816595,exit_to,西北四环,regular
296816595,highway,motorway_junction,regular
297113749,name,九头鹰酒家,regular
297113749,amenity,restaurant,regular
297113749,en,Nine-head Eagle Restaurant,name
297113814,highway,traffic_signals,regular
297146114,highway,traffic_signals,regular
297147162,highway,traffic_signals,regular
297407091,name,北京丽亭华苑酒店,regular
297407091,en,Park Plaza Hotel Beijing Science Park,name
297407091,tourism,hotel,regular
298583403,highway,traffic_signals,regular
299233486,ref,44B,regular
299233486,exit_to,G6,regular
299233486,highway,motorway_junction,regular
300239565,highway,traffic_signals,regular
300814728,name,六郎庄西口,regular
300814728,highway,bus_stop,regular
300814728,public_transport,stop_position,regular
312152388,name,比格,regular
312152388,amenity,restaurant,regular
320520339,barrier,toll_booth,regular
320648081,exit_to,双桥西,regular
320648081,highway,motorway_junction,regular
320830552,highway,traffic_signals,regular
320902259,highway,traffic_signals,regular
321267488,name,西红门站,regular
321267488,barrier,toll_booth,regular
321415428,name,丽泽桥西,regular
321415428,highway,bus_stop,regular
321415428,public_transport,stop_position,regular
321615497,ref,28B,regular
321615497,exit_to,木樨地桥,regular
321615497,highway,motorway_junction,regular
321719316,ref,4,regular
321719316,exit_to,宋梁路,regular
321719316,highway,motorway_junction,regular
321759483,highway,traffic_signals,regular
321938370,highway,traffic_signals,regular
321938953,highway,traffic_signals,regular
321939014,highway,traffic_signals,regular
321939127,highway,traffic_signals,regular
322003736,name,果园,regular
322003736,subway,yes,regular
322003736,en,Guoyuan,name
322003736,zh,果园,name
322003736,railway,station,regular
322003736,public_transport,stop_position,regular
322449058,highway,traffic_signals,regular
322449447,name,大郊亭桥,regular
322449447,highway,traffic_signals,regular
322451705,highway,traffic_signals,regular
322453089,highway,traffic_signals,regular
322522851,highway,traffic_signals,regular
322527716,highway,traffic_signals,regular
323192800,highway,traffic_signals,regular
324264566,highway,traffic_signals,regular
324670944,highway,traffic_signals,regular
325686440,highway,traffic_signals,regular
330837891,highway,traffic_signals,regular
330841136,highway,traffic_signals,regular
330842108,highway,traffic_signals,regular
330996979,highway,traffic_signals,regular
331015894,highway,traffic_signals,regular
331146495,highway,traffic_signals,regular
331148410,highway,traffic_signals,regular
331150134,highway,traffic_signals,regular
331879533,highway,traffic_signals,regular
331880001,highway,traffic_signals,regular
332948315,highway,bus_stop,regular
332948315,public_transport,stop_position,regular
332949635,highway,traffic_signals,regular
339085194,name,永安里,regular
339085194,subway,yes,regular
339085194,en,Yonganli,name
339085194,zh,永安里,name
339085194,railway,station,regular
339085194,public_transport,stop_position,regular
339085722,name,四惠,regular
339085722,subway,yes,regular
339085722,zh,四惠,name
339085722,railway,station,regular
339085722,zh_pinyin,Sihui,name
339085722,public_transport,stop_position,regular
339089391,name,建国门,regular
339089391,subway,yes,regular
339089391,en,Jianguomen,name
339089391,ru,Цзяньгомэнь,name
339089391,zh,建国门,name
339089391,railway,station,regular
339089391,public_transport,stop_position,regular
339091847,name,古城,regular
339091847,subway,yes,regular
339091847,en,Gucheng,name
339091847,zh,古城,name
339091847,railway,station,regular
339091847,public_transport,stop_position,regular
339098540,name,北土城,regular
339098540,subway,yes,regular
339098540,en,Beitucheng,name
339098540,zh,北土城,name
339098540,railway,station,regular
339098540,public_transport,stop_position,regular
339284194,highway,crossing,regular
339284194,crossing,uncontrolled,regular
340057248,highway,traffic_signals,regular
340262455,name,天通苑,regular
340262455,subway,yes,regular
340262455,en,TIANTONGYUAN,name
340262455,zh,天通苑,name
340262455,railway,station,regular
340262455,zh_pinyin,tiāntōngyuàn,name
340262455,public_transport,stop_position,regular
340409219,name,芍药居,regular
340409219,subway,yes,regular
340409219,en,Shaoyaoju,name
340409219,zh,芍药居,name
340409219,railway,station,regular
340409219,public_transport,stop_position,regular
340410501,name,牡丹园,regular
340410501,en,Mudanyuan,name
340410501,zh,牡丹园,name
340410501,railway,station,regular
340410501,public_transport,stop_position,regular
342789318,highway,traffic_signals,regular
342799184,name,Former residence of Li Dazhao,regular
342799184,zh,李大钊故居,name
342799184,tourism,attraction,regular
342799184,historic,monument,regular
342963014,highway,traffic_signals,regular
345005809,name,Terminal 3,regular
345005809,note,"15h15 arrivée à l’aéroport de Pékin (accueil par guide du car et Kevin, étudiant à Pékin) Change de yuans à l’aéroport Départ du car 17h00",regular
345005809,website,http://www.architecture-studio.fr/fr/projets/jnn3/centre_culturel.html,regular
345589965,highway,traffic_signals,regular
355883915,highway,traffic_signals,regular
355897358,highway,traffic_signals,regular
358365263,railway,level_crossing,regular
366532998,name,慈寿寺桥,regular
366532998,highway,bus_stop,regular
366532998,public_transport,stop_position,regular
369651569,barrier,toll_booth,regular
371158000,highway,traffic_signals,regular
380332587,highway,traffic_signals,regular
380424805,amenity,bicycle_rental,regular
380664014,highway,traffic_signals,regular
380724990,highway,traffic_signals,regular
380744293,amenity,school,regular
380762705,highway,traffic_signals,regular
381938668,highway,traffic_signals,regular
381940673,name,雁栖大街西口,regular
381940673,highway,traffic_signals,regular
381941515,highway,motorway_junction,regular
382539573,highway,traffic_signals,regular
382913486,name,化家地街,regular
382913486,source,yahoo;knowledge,regular
382913486,highway,bus_stop,regular
384141888,highway,traffic_signals,regular
384252469,railway,crossing,regular
384319917,highway,traffic_signals,regular
385076077,highway,traffic_signals,regular
387156829,highway,traffic_signals,regular
388541412,highway,traffic_signals,regular
390934200,source,Yahoo,regular
390934200,leisure,pitch,regular
400897430,highway,traffic_signals,regular
414558968,highway,traffic_signals,regular
418122158,highway,traffic_signals,regular
428834798,highway,traffic_signals,regular
440745765,highway,traffic_signals,regular
440745765,traffic_signals,signal,regular
482830990,highway,traffic_signals,regular
487499693,foot,yes,regular
487499693,name,中国人民解放军总后勤部黑山扈干休所,regular
487499693,barrier,gate,regular
487499693,bicycle,yes,regular
487499726,name,"回路石, 回首亭",regular
487499726,tourism,viewpoint,regular
487499748,name,红叶仙子,regular
487499748,en,Red Leaves Goddess,name
487499748,tourism,viewpoint,regular
487499855,foot,yes,regular
487499855,barrier,gate,regular
487499855,bicycle,yes,regular
487499855,motorcar,yes,regular
487499855,motorcycle,yes,regular
487499898,highway,traffic_signals,regular
494661046,highway,traffic_signals,regular
494772221,foot,no,regular
494772221,barrier,entrance,regular
494772221,bicycle,no,regular
494772221,motorcar,yes,regular
494772233,foot,yes,regular
494772233,barrier,entrance,regular
494772233,bicycle,yes,regular
494772256,name,蓄水楼,regular
494772256,en,Water reservior for Fountains,name
494772256,tourism,attraction,regular
494772297,shop,convenience,regular
494772338,name,天然图画,regular
494772338,en,Scenaric Viewpoint,name
494772338,es,Punto de vista escénico,name
494772338,tourism,attraction,regular
498529841,name,海岳开襟,regular
498529841,layer,2,regular
498529841,en,Sea and Mountains Open Your Mind,name
498529841,tourism,attraction,regular
511980289,highway,traffic_signals,regular
513237339,amenity,cafe,regular
513237339,cuisine,coffee_shop,regular
513237339,en,Starbucks,name
513237339,zh,星巴克,name
513237339,wheelchair,limited,regular
513237339,zh_pinyin,Xīngbākè,name
528610044,highway,traffic_signals,regular
528821082,highway,traffic_signals,regular
528822725,highway,traffic_signals,regular
528825978,highway,traffic_signals,regular
528875765,highway,traffic_signals,regular
528885573,highway,traffic_signals,regular
528894102,highway,traffic_signals,regular
528928174,name,动物园,regular
528928174,subway,yes,regular
528928174,en,Beijing Zoo,name
528928174,zh,动物园,name
528928174,railway,station,regular
528928174,public_transport,stop_position,regular
528939737,highway,traffic_signals,regular
529338694,highway,traffic_signals,regular
529340181,highway,traffic_signals,regular
529342704,highway,traffic_signals,regular
529344390,highway,traffic_signals,regular
529345099,name,黄庄东站,regular
529345099,highway,bus_stop,regular
529345099,public_transport,stop_position,regular
529365476,highway,traffic_signals,regular
529546286,highway,traffic_signals,regular
529549590,highway,traffic_signals,regular
529551187,highway,traffic_signals,regular
529557819,highway,traffic_signals,regular
529962052,highway,traffic_signals,regular
529964605,highway,traffic_signals,regular
529965093,highway,traffic_signals,regular
529970733,highway,traffic_signals,regular
529971430,highway,traffic_signals,regular
530654084,highway,traffic_signals,regular
530660336,highway,traffic_signals,regular
533235109,name,象房,regular
533235109,highway,bus_stop,regular
533235109,public_transport,stop_position,regular
533421028,highway,traffic_signals,regular
533614865,name,南华园四区,regular
533614865,highway,bus_stop,regular
533614865,public_transport,stop_position,regular
533618655,name,怀柔,regular
533618655,en,Huairou,name
533618655,ru,Хуайроу,name
533618655,railway,station,regular
533640293,ref,D,regular
533640293,railway,subway_entrance,regular
534112954,ref,29,regular
534112954,exit_to,百强大道;世界公园;科技园区,regular
534112954,highway,motorway_junction,regular
534248853,highway,traffic_signals,regular
534298515,highway,traffic_signals,regular
534309304,highway,traffic_signals,regular
534313069,highway,traffic_signals,regular
534314372,highway,traffic_signals,regular
534545348,highway,traffic_signals,regular
534615816,name,Xiang Shan,regular
534615816,en,Fragrant Hill,name
534615816,zh,Xiang Shan,name
534615816,tourism,attraction,regular
537941424,highway,traffic_signals,regular
537956352,highway,traffic_signals,regular
537973781,highway,traffic_signals,regular
537973781,name,大慧寺路东口,regular
537976488,highway,traffic_signals,regular
538153410,place,village,regular
558657943,name,月季园,regular
558657943,en,Chinese Rose Guarden,name
558657943,zh,月季园,name
558657943,tourism,attraction,regular
558657943,wheelchair,yes,regular
560039404,man_made,tower,regular
560040721,man_made,tower,regular
560040878,man_made,tower,regular
560041935,man_made,tower,regular
560043306,FIXME,Or no?,regular
560043306,man_made,tower,regular
560059081,name,黄花城,regular
560059081,is_in,"Huairou, Beijing, China",regular
560059081,place,village,regular
560059081,zh,黄花城,name
560059081,int_name,Huanghuacheng,regular
563686317,highway,traffic_signals,regular
567891688,highway,traffic_signals,regular
586468178,amenity,restaurant,regular
586469547,name,东门,regular
586469547,barrier,toll_booth,regular
586469547,en,East Gate,name
586469547,ja,東門,name
586469547,zh,东门,name
593586479,highway,traffic_signals,regular
593586479,traffic_signals,signal,regular
598403556,name,远东国际青年旅舍,regular
598403556,en,Far East International Youth Hostel,name
598403556,zh,远东国际青年旅舍,name
598403556,tourism,hostel,regular
598403556,int_name,Far East International Youth Hostel,regular
598784156,highway,traffic_signals,regular
600244484,name,The Tree,regular
600244484,amenity,restaurant,regular
600244484,wheelchair,limited,regular
600298194,name,Vics,regular
600298194,amenity,nightclub,regular
602066227,name,Shijing Mountain Scenic Spot,regular
602066227,tourism,attraction,regular
604939208,highway,traffic_signals,regular
604968376,highway,traffic_signals,regular
605040301,highway,traffic_signals,regular
605042132,barrier,toll_booth,regular
605045373,highway,traffic_signals,regular
605233927,highway,traffic_signals,regular
605249255,barrier,toll_booth,regular
605255335,barrier,toll_booth,regular
605267928,highway,traffic_signals,regular
605269207,barrier,toll_booth,regular
605271812,barrier,toll_booth,regular
605273133,highway,traffic_signals,regular
605277888,highway,traffic_signals,regular
605279373,barrier,toll_booth,regular
605281486,barrier,toll_booth,regular
605297198,highway,traffic_signals,regular
605313138,highway,traffic_signals,regular
605313138,traffic_signals,signal,regular
605323528,ref,6,regular
605323528,exit_to,西红门,regular
605323528,highway,motorway_junction,regular
605385487,highway,traffic_signals,regular
605906032,highway,traffic_signals,regular
605920222,barrier,toll_booth,regular
606057998,amenity,fuel,regular
606757365,highway,traffic_signals,regular
606845937,highway,traffic_signals,regular
606930756,barrier,toll_booth,regular
606931471,barrier,toll_booth,regular
606986984,highway,traffic_signals,regular
608736872,highway,mini_roundabout,regular
608738919,name,高米店站,regular
608738919,barrier,toll_booth,regular
610828794,name,永安路路口,regular
610828794,highway,traffic_signals,regular
610828794,traffic_signals,signal,regular
610830002,highway,traffic_signals,regular
610833186,name,西环路口,regular
610833186,highway,traffic_signals,regular
610845224,ref,20,regular
610845224,exit_to,沙阳路;沙河,regular
610845224,highway,motorway_junction,regular
610847908,ref,16,regular
610847908,exit_to,北清路;牛北路,regular
610847908,highway,motorway_junction,regular
610848021,name,北安河,regular
610848021,barrier,toll_booth,regular
610848143,name,回龙观,regular
610848143,barrier,toll_booth,regular
611033519,highway,traffic_signals,regular
611046826,highway,traffic_signals,regular
611754397,highway,traffic_signals,regular
642708913,railway,level_crossing,regular
644621552,name,西井道口,regular
644621552,railway,level_crossing,regular
644623222,highway,traffic_signals,regular
644623638,highway,traffic_signals,regular
644623672,highway,traffic_signals,regular
644629093,highway,traffic_signals,regular
666789256,access,yes,regular
666789256,barrier,entrance,regular
675650535,name,Regent Beijing,regular
675650535,tourism,hotel,regular
695079791,railway,level_crossing,regular
695145226,highway,traffic_signals,regular
695146391,railway,level_crossing,regular
699899752,barrier,gate,regular
699998870,barrier,gate,regular
700002142,barrier,gate,regular
700009266,highway,traffic_signals,regular
700071864,ref,5A,regular
700071864,exit_to,京平高速,regular
700071864,highway,motorway_junction,regular
701717066,barrier,fence,regular
701720236,name,西小口,regular
701720236,place,village,regular
701720236,zh_pinyin,Xixiaokou,name
701809671,name,孛罗营,regular
701809671,place,village,regular
701809671,int_name,Beiluoying,regular
701831557,name,马家湾,regular
701831557,place,village,regular
701831557,en,Majiawan,name
701843098,name,老君堂村,regular
701843098,place,village,regular
701843098,en,Laojuntang,name
726591746,name,三岔河村,regular
726591746,place,village,regular
726591746,en,SanchaHe Cun,name
726591746,zh,三岔河村,name
726597308,name,楼台村,regular
726597308,place,village,regular
726597308,zh_pinyin,Loutai Cun,name
726598419,highway,traffic_signals,regular
726636087,highway,traffic_signals,regular
726651841,highway,traffic_signals,regular
727243311,name,三间房东,regular
727243311,place,village,regular
727243311,zh_pinyin,Sanjianfangdong,name
727254279,sport,tennis,regular
727264093,name,定辛庄,regular
727264093,place,village,regular
727264093,en,Ding Xinzhuang,name
727286818,name,Shili Zhuangcun,regular
727286818,place,hamlet,regular
727288505,name,齐善庄村,regular
727288505,place,village,regular
727288505,en,Qishan Zhuangcun,name
727290170,name,武窑村,regular
727290170,place,village,regular
727290170,en,Wuyaocun,name
727301299,name,枣林庄村,regular
727301299,place,village,regular
727301299,en,Zaolin Zhuangcun,name
727630722,name,北新村,regular
727630722,place,village,regular
727630722,en,Beixincun,name
733967409,highway,traffic_signals,regular
734045311,highway,traffic_signals,regular
734837193,name,竹港人家,regular
734837193,amenity,fast_food,regular
737043858,name,北沙滩桥南,regular
737043858,highway,bus_stop,regular
738255055,amenity,fast_food,regular
738255055,cuisine,chicken,regular
738255055,en,KFC,name
738255055,zh,肯德基,name
738255055,zh_pinyin,Kěn Dé Jī,name
746496440,highway,traffic_signals,regular
746502255,highway,traffic_signals,regular
746989979,man_made,tower,regular
748859849,amenity,school,regular
803214210,amenity,school,regular
819954368,amenity,fast_food,regular
819954368,en,KFC,name
819954368,zh,肯德基,name
819954368,zh_pinyin,Kěn Dé Jī,name
819988004,name,ZhengYiWei,regular
819988004,amenity,restaurant,regular
820842291,name,Friendship Market,regular
